"","studyName","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","speciesMatched","family","pft","growingCondition","status","light","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","h.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","mean_annual_precipitation"
"3405","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.53,-122.72,"TempF",621,7.9,NA,2.1,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",314,593.09,NA,0.264,NA,NA,0.0154,NA,NA,NA,NA,NA,0.344,NA,NA,NA,34.1,20.4,NA,0.661811456072571,1.3,NA,13.7,94.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00016,0.159400061,NA,460,NA,380,NA,NA,NA,NA,NA,NA,1676
"3406","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.53,-122.72,"TempF",621,7.9,NA,2.1,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",180.25,415.71,NA,0.261,NA,NA,0.0369,NA,NA,NA,NA,NA,0.361,NA,NA,NA,31.7,23.2,NA,0.677967164138053,1.3,NA,8.5,62.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000145,0.154385513,NA,420,NA,330,NA,NA,NA,NA,NA,NA,1676
"3407","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.53,-122.72,"TempF",621,7.9,NA,2.1,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",273.75,575.45,NA,0.21,NA,NA,0.0284,NA,NA,NA,NA,NA,0.291,NA,NA,NA,33.5,19.92,NA,0.608697550116585,1.3,NA,13.58,83.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000156,0.143859346,NA,450,NA,320,NA,NA,NA,NA,NA,NA,1676
"3408","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.53,-122.72,"TempF",621,7.9,NA,2.1,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",178.75,566.09,NA,0.251,NA,NA,0.0152,NA,NA,NA,NA,NA,0.286,NA,NA,NA,34.2,21.3,NA,0.603445531754322,1.3,NA,12.9,83.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000159,0.154543718,NA,460,NA,320,NA,NA,NA,NA,NA,NA,1676
"3409","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,"TempF",645,7.7,NA,2.25,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",261,537.15,NA,0.208,NA,NA,0.0629,NA,NA,NA,NA,NA,0.338,NA,NA,NA,32.5,19.9,NA,0.656014455725242,1.3,NA,12.6,75.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000166,0.140773266,NA,430,NA,360,NA,NA,NA,NA,NA,NA,544
"3410","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,"TempF",645,7.7,NA,2.25,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",244,971.55,NA,0.303,NA,NA,0.0241,NA,NA,NA,NA,NA,0.381,NA,NA,NA,35.75,23.4,NA,0.696494268852298,1.3,NA,12.35,136.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000167,0.141665565,NA,440,NA,370,NA,NA,NA,NA,NA,NA,544
"3411","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,"TempF",645,7.7,NA,2.25,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",265,817.05,NA,0.329,NA,NA,0.067,NA,NA,NA,NA,NA,0.458,NA,NA,NA,33.4,22.7,NA,0.76363846909955,1.3,NA,10.7,112.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000172,0.138422241,NA,470,NA,340,NA,NA,NA,NA,NA,NA,544
"3412","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,"TempF",645,7.7,NA,2.25,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",267,811.25,NA,0.246,NA,NA,0.0761,NA,NA,NA,NA,NA,0.356,NA,NA,NA,34.2,19.57,NA,0.673255729961296,1.3,NA,14.63,102.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000159,0.145465592,NA,490,NA,310,NA,NA,NA,NA,NA,NA,544
"3413","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,"TempF",645,7.7,NA,2.25,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",180,850.88,NA,0.251,NA,NA,0.0596,NA,NA,NA,NA,NA,0.411,NA,NA,NA,32.9,21.2,NA,0.723395778869459,1.3,NA,11.7,114.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000158,0.134624866,NA,420,NA,400,NA,NA,NA,NA,NA,NA,544
"3414","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,"TempF",645,7.7,NA,2.25,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",243,705.9,NA,0.324,NA,NA,0.0553,NA,NA,NA,NA,NA,0.495,NA,NA,NA,33.3,23.3,NA,0.793885114260184,1.3,NA,10,101.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000154,0.145203901,NA,410,NA,380,NA,NA,NA,NA,NA,NA,544
"3415","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,"TempF",645,7.7,NA,2.25,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",67,44.08,NA,0.0196,NA,NA,0.000684,NA,NA,NA,NA,NA,0.0288,NA,NA,NA,9.48,1.1,NA,0.191492294592688,1.3,NA,8.38,6.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000159,0.139318004,NA,390,NA,320,NA,NA,NA,NA,NA,NA,544
"3416","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,"TempF",645,7.7,NA,2.25,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",79,119.75,NA,0.067,NA,NA,0.00163,NA,NA,NA,NA,NA,0.0917,NA,NA,NA,15.43,2.08,NA,0.341695868064298,1.3,NA,13.35,18.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000154,0.152166771,NA,380,NA,350,NA,NA,NA,NA,NA,NA,544
"3417","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,"TempF",645,7.7,NA,2.25,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",69,41.53,NA,0.0188,NA,NA,0.000736,NA,NA,NA,NA,NA,0.0267,NA,NA,NA,12.66,1.87,NA,0.184378675134704,1.3,NA,10.79,6.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000142,0.138939691,NA,340,NA,310,NA,NA,NA,NA,NA,NA,544
"3418","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,"TempF",645,7.7,NA,2.25,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",71,51.26,NA,0.0267,NA,NA,0.000175,NA,NA,NA,NA,NA,0.0374,NA,NA,NA,9.71,0.75,NA,0.218218145380019,1.3,NA,8.96,7.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000151,0.146649164,NA,330,NA,360,NA,NA,NA,NA,NA,NA,544
"3419","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,"TempF",645,7.7,NA,2.25,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",75,84.99,NA,0.0465,NA,NA,0.00102,NA,NA,NA,NA,NA,0.0661,NA,NA,NA,13.21,1.86,NA,0.290105384139961,1.3,NA,11.35,11.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000149,0.142991728,NA,370,NA,330,NA,NA,NA,NA,NA,NA,544
"3420","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",43.58,-121.68,"TempF",645,7.7,NA,2.25,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",72,118.82,NA,0.0464,NA,NA,0.000638,NA,NA,NA,NA,NA,0.0637,NA,NA,NA,13.9,1.7,NA,0.284790026158975,1.3,NA,12.2,16.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000147,0.144322877,NA,360,NA,320,NA,NA,NA,NA,NA,NA,544
"3421","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,"TempF",620,8.1,NA,1.7,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",47,71.45,NA,0.0242,NA,NA,7.85e-07,NA,NA,NA,NA,NA,0.0321,NA,NA,NA,6.8,3.6,NA,0.202165747311454,1.3,NA,3.2,9.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000137,0.127085808,NA,370,NA,360,NA,NA,NA,NA,NA,NA,374
"3422","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,"TempF",620,8.1,NA,1.7,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",40,51.21,NA,0.0122,NA,NA,7.07e-06,NA,NA,NA,NA,NA,0.0177,NA,NA,NA,4.9,2.5,NA,0.150121084268041,1.3,NA,2.4,6.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000136,0.128605939,NA,360,NA,350,NA,NA,NA,NA,NA,NA,374
"3423","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,"TempF",620,8.1,NA,1.7,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",48,13.21,NA,0.00463,NA,NA,3.14e-06,NA,NA,NA,NA,NA,0.00653,NA,NA,NA,3.65,1.65,NA,0.0911825324671377,1.3,NA,2,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00014,0.126522728,NA,340,NA,370,NA,NA,NA,NA,NA,NA,374
"3424","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,"TempF",620,8.1,NA,1.7,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",35,5.01,NA,0.00358,NA,NA,3.89e-06,NA,NA,NA,NA,NA,0.00497,NA,NA,NA,4.6674,3.0194,NA,0.0795487305827928,1.3,NA,1.648,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000141,0.151686121,NA,380,NA,350,NA,NA,NA,NA,NA,NA,374
"3425","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,"TempF",620,8.1,NA,1.7,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",42,7.99,NA,0.00449,NA,NA,3.74e-07,NA,NA,NA,NA,NA,0.00627,NA,NA,NA,4.6924,2.8924,NA,0.0893488217353171,1.3,NA,1.8,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000149,0.128849476,NA,300,NA,320,NA,NA,NA,NA,NA,NA,374
"3426","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,"TempF",620,8.1,NA,1.7,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",29,8.35,NA,0.00499,NA,NA,1.91e-06,NA,NA,NA,NA,NA,0.00528,NA,NA,NA,4.235,2.74,NA,0.0819921020355111,1.3,NA,1.495,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000131,0.139255517,NA,340,NA,340,NA,NA,NA,NA,NA,NA,374
"3427","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,"TempF",620,8.1,NA,1.7,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",23,78.97,NA,0.0212,NA,NA,7.85e-07,NA,NA,NA,NA,NA,0.023,NA,NA,NA,4.2,0.55,NA,0.171127173554958,1.3,NA,3.65,9.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000126,0.118822491,NA,360,NA,380,NA,NA,NA,NA,NA,NA,374
"3428","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,"TempF",620,8.1,NA,1.7,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",17,65.25,NA,0.0133,NA,NA,7.85e-07,NA,NA,NA,NA,NA,0.0141,NA,NA,NA,3.5,1.4,NA,0.13398760233979,1.3,NA,2.1,9.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000128,0.140054493,NA,330,NA,340,NA,NA,NA,NA,NA,NA,374
"3429","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,"TempF",620,8.1,NA,1.7,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",28,15.47,NA,0.00746,NA,NA,5.02e-06,NA,NA,NA,NA,NA,0.0081,NA,NA,NA,4.20846,3.11846,NA,0.101554125038596,1.3,NA,1.09,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000135,0.131382117,NA,360,NA,360,NA,NA,NA,NA,NA,NA,374
"3430","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,"TempF",620,8.1,NA,1.7,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",16,18.58,NA,0.00971,NA,NA,6.76e-05,NA,NA,NA,NA,NA,0.0103,NA,NA,NA,3.2954,3.0194,NA,0.114517978111614,1.3,NA,0.276,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000139,0.134546158,NA,390,NA,330,NA,NA,NA,NA,NA,NA,374
"3431","Domec2012","eastern side of the Oregon Cascade Range, USA on a private forestland (Crown Pacific Co.)",42.23,-120.07,"TempF",620,8.1,NA,1.7,"Pinus ponderosa","Pinus ponderosa","Pinaceae","EG","FW",3,"full",24,9.47,NA,0.0052,NA,NA,3.6e-06,NA,NA,NA,NA,NA,0.00565,NA,NA,NA,2.99614,2.71714,NA,0.084816292230642,1.3,NA,0.279,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000138,0.131828849,NA,340,NA,340,NA,NA,NA,NA,NA,NA,374
"3432","Domec2012","Coast Range  Oregon, USA",42.95,-123.35,"TempF",1080,13.1,NA,5.2,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",100,301.8194375,NA,0.119,NA,NA,0.199,NA,NA,NA,NA,NA,0.38,NA,NA,NA,47,31,NA,0.695579633830205,1.3,NA,16,68.53026791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.781e-05,0.236280994,NA,540,NA,440,NA,NA,NA,NA,NA,NA,869
"3433","Domec2012","Coast Range  Oregon, USA",42.95,-123.35,"TempF",1080,13.1,NA,5.2,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",96.5,190.1756373,NA,0.0806,NA,NA,0.154,NA,NA,NA,NA,NA,0.295,NA,NA,NA,38.06,21.55,NA,0.612866760150094,1.3,NA,16.51,42.98954125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.213e-05,0.240493093,NA,530,NA,430,NA,NA,NA,NA,NA,NA,869
"3434","Domec2012","Coast Range  Oregon, USA",42.95,-123.35,"TempF",1080,13.1,NA,5.2,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",108.25,354.1306695,NA,0.0662,NA,NA,0.178,NA,NA,NA,NA,NA,0.288,NA,NA,NA,41.63,34,NA,0.605551805284838,1.3,NA,7.63,71.58907227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.902e-05,0.216703676,NA,500,NA,390,NA,NA,NA,NA,NA,NA,869
"3435","Domec2012","Coast Range  Oregon, USA",42.95,-123.35,"TempF",1080,13.1,NA,5.2,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",98.75,210.2904946,NA,0.0476,NA,NA,0.188,NA,NA,NA,NA,NA,0.309,NA,NA,NA,44.4,37,NA,0.62724079851614,1.3,NA,7.4,42.38429508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.095e-05,0.216116239,NA,560,NA,480,NA,NA,NA,NA,NA,NA,869
"3436","Domec2012","Coast Range  Oregon, USA",42.95,-123.35,"TempF",1080,13.1,NA,5.2,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",105,NA,NA,0.0541,NA,NA,0.144,NA,NA,NA,NA,NA,0.32,NA,NA,NA,43.45,36,NA,0.638307648642292,1.3,NA,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.497e-05,0.182950378,NA,490,NA,460,NA,NA,NA,NA,NA,NA,869
"3437","Domec2012","Coast Range  Oregon, USA",42.95,-123.35,"TempF",1080,13.1,NA,5.2,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",111,684.4183493,NA,0.133,NA,NA,0.167,NA,NA,NA,NA,NA,0.372,NA,NA,NA,47.65,30.7,NA,0.688218795617702,1.3,NA,16.95,147.5046693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.479e-05,0.222438775,NA,590,NA,390,NA,NA,NA,NA,NA,NA,869
"3438","Domec2012","Coast Range  Oregon, USA",42.95,-123.35,"TempF",1080,13.1,NA,5.2,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",108,295.44,NA,0.0864,NA,NA,0.146,NA,NA,NA,NA,NA,0.294,NA,NA,NA,45.4,33.18,NA,0.611827121131564,1.3,NA,12.22,45.05307142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.727e-05,0.156593211,NA,530,NA,450,NA,NA,NA,NA,NA,NA,869
"3439","Domec2012","Coast Range  Oregon, USA",42.95,-123.35,"TempF",1080,13.1,NA,5.2,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",100.5,510.38,NA,0.0653,NA,NA,0.173,NA,NA,NA,NA,NA,0.337,NA,NA,NA,43.55,34.65,NA,0.65504330129828,1.3,NA,8.9,79.15473772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.645e-05,0.163812726,NA,540,NA,500,NA,NA,NA,NA,NA,NA,869
"3440","Domec2012","Coast Range  Oregon, USA",42.95,-123.35,"TempF",1080,13.1,NA,5.2,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",97,282.2,NA,0.0507,NA,NA,0.134,NA,NA,NA,NA,NA,0.25,NA,NA,NA,40.9,33.1,NA,0.564189583547756,1.3,NA,7.8,43.89752479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.204e-05,0.154431386,NA,470,NA,380,NA,NA,NA,NA,NA,NA,869
"3441","Domec2012","Coast Range  Oregon, USA",42.95,-123.35,"TempF",1080,13.1,NA,5.2,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",99.5,321.07,NA,0.06,NA,NA,0.145,NA,NA,NA,NA,NA,0.346,NA,NA,NA,43.5,34,NA,0.66373253836042,1.3,NA,9.5,47.06818472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.277e-05,0.152777707,NA,570,NA,400,NA,NA,NA,NA,NA,NA,869
"3442","Domec2012","Coast Range  Oregon, USA",42.95,-123.35,"TempF",1080,13.1,NA,5.2,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",103.5,186.48,NA,0.0373,NA,NA,0.146,NA,NA,NA,NA,NA,0.257,NA,NA,NA,40.3,33.95,NA,0.572033707920204,1.3,NA,6.34999999999999,30.79992834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.726e-05,0.170510419,NA,530,NA,390,NA,NA,NA,NA,NA,NA,869
"3443","Domec2012","Coast Range  Oregon, USA",42.95,-123.35,"TempF",1080,13.1,NA,5.2,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",99,261.17,NA,0.0914,NA,NA,0.114,NA,NA,NA,NA,NA,0.259,NA,NA,NA,48.19,36.4,NA,0.57425520640775,1.3,NA,11.79,41.34402824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.864e-05,0.155914535,NA,430,NA,420,NA,NA,NA,NA,NA,NA,869
"3444","Domec2012","Coast Range  Roseburg Oregon, USA",41.18,-123.21,"TempF",990,13.9,NA,2.1,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",9,15.52,NA,0.00463,NA,NA,0.00167,NA,NA,NA,NA,NA,0.00675,NA,NA,NA,5.2,1.58,NA,0.0927058084855655,1.3,NA,3.62,1.598006762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.349e-05,0.102912624,NA,390,NA,380,NA,NA,NA,NA,NA,NA,1016
"3445","Domec2012","Coast Range  Roseburg Oregon, USA",41.18,-123.21,"TempF",990,13.9,NA,2.1,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",10,10.19570174,NA,0.00286,NA,NA,0.000845,NA,NA,NA,NA,NA,0.00387,NA,NA,NA,5.35,1.98,NA,0.0701957052683786,1.3,NA,3.37,1.09182911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.079e-05,0.107660465,NA,380,NA,360,NA,NA,NA,NA,NA,NA,1016
"3446","Domec2012","Coast Range  Roseburg Oregon, USA",41.18,-123.21,"TempF",990,13.9,NA,2.1,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",11,23.10555532,NA,0.00545,NA,NA,0.00171,NA,NA,NA,NA,NA,0.00728,NA,NA,NA,6.1,2.15,NA,0.0962766009250014,1.3,NA,3.95,2.448831609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.316e-05,0.106295356,NA,400,NA,430,NA,NA,NA,NA,NA,NA,1016
"3447","Domec2012","Coast Range  Roseburg Oregon, USA",41.18,-123.21,"TempF",990,13.9,NA,2.1,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",11,19.82416365,NA,0.00554,NA,NA,0.00207,NA,NA,NA,NA,NA,0.00731,NA,NA,NA,6.38,2.25,NA,0.0964747690954171,1.3,NA,4.13,2.027452833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.541e-05,0.101911629,NA,370,NA,390,NA,NA,NA,NA,NA,NA,1016
"3448","Domec2012","Coast Range  Roseburg Oregon, USA",41.18,-123.21,"TempF",990,13.9,NA,2.1,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",10,29.86091429,NA,0.00658,NA,NA,0.00208,NA,NA,NA,NA,NA,0.00838,NA,NA,NA,6,1.65,NA,0.103294469285053,1.3,NA,4.35,3.262659575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.061e-05,0.110476812,NA,410,NA,410,NA,NA,NA,NA,NA,NA,1016
"3449","Domec2012","Coast Range  Roseburg Oregon, USA",41.18,-123.21,"TempF",990,13.9,NA,2.1,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",9,4.527561173,NA,0.00123,NA,NA,0.000579,NA,NA,NA,NA,NA,0.00197,NA,NA,NA,4.35,1.2,NA,0.0500827505547396,1.3,NA,3.15,0.404654495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.457e-05,0.089301387,NA,360,NA,390,NA,NA,NA,NA,NA,NA,1016
"3450","Domec2012","Coastal Range Corvallis  Oregon, USA",44.65,-123.23,"TempF",1680,12.6,NA,1.3,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",5,1.54332,NA,0.000623,NA,NA,0.000123,NA,NA,NA,NA,NA,0.000855299,NA,NA,NA,1.8322,0.24,NA,0.0330000077177633,1.3,NA,1.5922,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.801e-05,0.125470514,NA,430,NA,430,NA,NA,NA,NA,NA,NA,1232
"3451","Domec2012","Coastal Range Corvallis  Oregon, USA",44.65,-123.23,"TempF",1680,12.6,NA,1.3,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",5,2.01095,NA,0.000734,NA,NA,0,NA,NA,NA,NA,NA,0.00077043,NA,NA,NA,1.8735,0.1234,NA,0.0313199926955661,1.3,NA,1.7501,0.2465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.355e-05,0.126614333,NA,450,NA,450,NA,NA,NA,NA,NA,NA,1232
"3452","Domec2012","Coastal Range Corvallis  Oregon, USA",44.65,-123.23,"TempF",1680,12.6,NA,1.3,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",5,1.1324,NA,0.00059896,NA,NA,0,NA,NA,NA,NA,NA,0.000646925,NA,NA,NA,0.76,0.356,NA,0.0287000085797512,1.3,NA,0.404,0.1489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.018e-05,0.130838676,NA,390,NA,390,NA,NA,NA,NA,NA,NA,1232
"3453","Domec2012","Coastal Range Corvallis  Oregon, USA",44.65,-123.23,"TempF",1680,12.6,NA,1.3,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",5,1.56987,NA,0.000843,NA,NA,0.00012,NA,NA,NA,NA,NA,0.001110365,NA,NA,NA,1.9082,0.156,NA,0.03760000833896,1.3,NA,1.7522,0.1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.579e-05,0.119383029,NA,370,NA,370,NA,NA,NA,NA,NA,NA,1232
"3454","Domec2012","Coastal Range Corvallis  Oregon, USA",44.65,-123.23,"TempF",1680,12.6,NA,1.3,"Pseudotsuga menziesii","Pseudotsuga menziesii","Pinaceae","EG","FW",3,"full",5,1.78954,NA,0.0006987,NA,NA,0,NA,NA,NA,NA,NA,0.000876159,NA,NA,NA,2.197,0.346,NA,0.0334000042855628,1.3,NA,1.851,0.2987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.656e-05,0.148073563,NA,430,NA,430,NA,NA,NA,NA,NA,NA,1232
