"","studyName","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","speciesMatched","family","pft","growingCondition","status","light","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","h.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","mean_annual_precipitation"
"1473","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.88155,-98.47954,"BorF",NA,NA,"Site = W1850; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,129,NA,NA,0.0006417846032,NA,NA,NA,NA,NA,NA,NA,NA,0.00101787601976309,NA,NA,NA,NA,NA,NA,0.036,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511
"1474","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.88155,-98.47954,"BorF",NA,NA,"Site = W1850; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,129,NA,NA,0.001300742983,NA,NA,NA,NA,NA,NA,NA,NA,0.00580880481648753,NA,NA,NA,NA,NA,NA,0.086,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511
"1475","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.88155,-98.47954,"BorF",NA,NA,"Site = W1850; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,129,NA,NA,0.0007414036737,NA,NA,NA,NA,NA,NA,NA,NA,0.004185386812745,NA,NA,NA,NA,NA,NA,0.073,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511
"1476","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.88155,-98.47954,"BorF",NA,NA,"Site = W1850; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,129,NA,NA,0.0005803451543,NA,NA,NA,NA,NA,NA,NA,NA,0.00282743338823081,NA,NA,NA,NA,NA,NA,0.06,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511
"1477","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.88155,-98.47954,"BorF",NA,NA,"Site = W1850; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,129,NA,NA,0.0005043122001,NA,NA,NA,NA,NA,NA,NA,NA,0.00090792027688745,NA,NA,NA,NA,NA,NA,0.034,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511
"1478","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.88155,-98.47954,"BorF",NA,NA,"Site = W1850; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,129,NA,NA,0.0007851022222,NA,NA,NA,NA,NA,NA,NA,NA,0.00465662571078347,NA,NA,NA,NA,NA,NA,0.077,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511
"1479","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.88155,-98.47954,"BorF",NA,NA,"Site = W1850; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,129,NA,NA,0.0006710738192,NA,NA,NA,NA,NA,NA,NA,NA,0.0038484510006475,NA,NA,NA,NA,NA,NA,0.07,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511
"1480","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.88155,-98.47954,"BorF",NA,NA,"Site = W1850; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,129,NA,NA,0.0006634993922,NA,NA,NA,NA,NA,NA,NA,NA,0.00311724531052447,NA,NA,NA,NA,NA,NA,0.063,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511
"1481","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.88155,-98.47954,"BorF",NA,NA,"Site = W1850; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,129,NA,NA,0.0004462742917,NA,NA,NA,NA,NA,NA,NA,NA,0.000706858347057703,NA,NA,NA,NA,NA,NA,0.03,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511
"1482","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.01342096895,NA,NA,NA,NA,NA,NA,NA,NA,0.01674154725098,NA,NA,NA,NA,NA,NA,0.146,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1483","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.01448559313,NA,NA,NA,NA,NA,NA,NA,NA,0.01674154725098,NA,NA,NA,NA,NA,NA,0.146,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1484","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.004103993174,NA,NA,NA,NA,NA,NA,NA,NA,0.0120762821603992,NA,NA,NA,NA,NA,NA,0.124,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1485","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.003758095968,NA,NA,NA,NA,NA,NA,NA,NA,0.0109358840271461,NA,NA,NA,NA,NA,NA,0.118,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1486","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.005484874884,NA,NA,NA,NA,NA,NA,NA,NA,0.00738981131940659,NA,NA,NA,NA,NA,NA,0.097,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1487","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.001603610576,NA,NA,NA,NA,NA,NA,NA,NA,0.00515299735005066,NA,NA,NA,NA,NA,NA,0.081,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1488","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.002262519737,NA,NA,NA,NA,NA,NA,NA,NA,0.00490166993776347,NA,NA,NA,NA,NA,NA,0.079,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1489","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.001447905076,NA,NA,NA,NA,NA,NA,NA,NA,0.00453645979178366,NA,NA,NA,NA,NA,NA,0.076,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1490","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.003747548071,NA,NA,NA,NA,NA,NA,NA,NA,0.00453645979178366,NA,NA,NA,NA,NA,NA,0.076,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1491","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.003215644705,NA,NA,NA,NA,NA,NA,NA,NA,0.0038484510006475,NA,NA,NA,NA,NA,NA,0.07,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1492","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.002460966919,NA,NA,NA,NA,NA,NA,NA,NA,0.00373928065593525,NA,NA,NA,NA,NA,NA,0.069,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1493","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.001742061821,NA,NA,NA,NA,NA,NA,NA,NA,0.00331830724035422,NA,NA,NA,NA,NA,NA,0.065,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1494","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.002041890397,NA,NA,NA,NA,NA,NA,NA,NA,0.0029224665660019,NA,NA,NA,NA,NA,NA,0.061,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1495","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.001381571604,NA,NA,NA,NA,NA,NA,NA,NA,0.00264207942166902,NA,NA,NA,NA,NA,NA,0.058,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1496","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.001627616428,NA,NA,NA,NA,NA,NA,NA,NA,0.0024630086404144,NA,NA,NA,NA,NA,NA,0.056,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1497","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.001613028129,NA,NA,NA,NA,NA,NA,NA,NA,0.0024630086404144,NA,NA,NA,NA,NA,NA,0.056,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1498","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.0005724355664,NA,NA,NA,NA,NA,NA,NA,NA,0.000962112750161874,NA,NA,NA,NA,NA,NA,0.035,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1499","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.0004274925345,NA,NA,NA,NA,NA,NA,NA,NA,0.000804247719318987,NA,NA,NA,NA,NA,NA,0.032,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1500","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.0005555479351,NA,NA,NA,NA,NA,NA,NA,NA,0.000804247719318987,NA,NA,NA,NA,NA,NA,0.032,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1501","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.0003793473129,NA,NA,NA,NA,NA,NA,NA,NA,0.00045238934211693,NA,NA,NA,NA,NA,NA,0.024,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1502","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.90806,-98.51529,"BorF",NA,NA,"Site = W1930; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,69,NA,NA,0.0001394552979,NA,NA,NA,NA,NA,NA,NA,NA,0.000254469004940773,NA,NA,NA,NA,NA,NA,0.018,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509
"1503","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,7.99221005e-05,NA,NA,NA,NA,NA,NA,NA,0.000132732289614169,NA,NA,NA,NA,NA,NA,0.013,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1504","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,8.6407603e-05,NA,NA,NA,NA,NA,NA,NA,0.000132732289614169,NA,NA,NA,NA,NA,NA,0.013,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1505","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,0.0001085734195,NA,NA,NA,NA,NA,NA,NA,0.0001539380400259,NA,NA,NA,NA,NA,NA,0.014,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1506","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,0.0001102384633,NA,NA,NA,NA,NA,NA,NA,0.000176714586764426,NA,NA,NA,NA,NA,NA,0.015,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1507","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,0.0001548490697,NA,NA,NA,NA,NA,NA,NA,0.000283528736986479,NA,NA,NA,NA,NA,NA,0.019,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1508","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,0.0001720888699,NA,NA,NA,NA,NA,NA,NA,0.000226980069221863,NA,NA,NA,NA,NA,NA,0.017,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1509","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,0.0002141309107,NA,NA,NA,NA,NA,NA,NA,0.000283528736986479,NA,NA,NA,NA,NA,NA,0.019,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1510","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,0.000234834002,NA,NA,NA,NA,NA,NA,NA,0.000254469004940773,NA,NA,NA,NA,NA,NA,0.018,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1511","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,0.0005675962571,NA,NA,NA,NA,NA,NA,NA,NA,0.00101787601976309,NA,NA,NA,NA,NA,NA,0.036,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1512","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,0.0003588550182,NA,NA,NA,NA,NA,NA,NA,NA,0.00090792027688745,NA,NA,NA,NA,NA,NA,0.034,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1513","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,0.00034675109,NA,NA,NA,NA,NA,NA,NA,NA,0.000754767635024948,NA,NA,NA,NA,NA,NA,0.031,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1514","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,0.0003443311212,NA,NA,NA,NA,NA,NA,NA,NA,0.000706858347057703,NA,NA,NA,NA,NA,NA,0.03,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1515","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,0.0003239849105,NA,NA,NA,NA,NA,NA,NA,NA,0.000615752160103599,NA,NA,NA,NA,NA,NA,0.028,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1516","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,0.0001605931899,NA,NA,NA,NA,NA,NA,NA,NA,0.00045238934211693,NA,NA,NA,NA,NA,NA,0.024,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1517","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,0.0002144674198,NA,NA,NA,NA,NA,NA,NA,NA,0.00041547562843725,NA,NA,NA,NA,NA,NA,0.023,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1518","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,0.0002282351355,NA,NA,NA,NA,NA,NA,NA,NA,0.000380132711084365,NA,NA,NA,NA,NA,NA,0.022,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1519","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,0.0001563762301,NA,NA,NA,NA,NA,NA,NA,NA,0.000380132711084365,NA,NA,NA,NA,NA,NA,0.022,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1520","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,0.000187834254,NA,NA,NA,NA,NA,NA,NA,NA,0.000346360590058275,NA,NA,NA,NA,NA,NA,0.021,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
"1521","BondLamberty2002","Near Thompson and Leaf Rapids, Manitoba, Canada",55.91993,-98.38812,"BorF",NA,NA,"Site = W1964; HarvestYear = 1999; Edaphic = Wet",NA,"Picea mariana","Picea mariana","Pinaceae","EG","FW",3,NA,35,NA,NA,0.0001317228959,NA,NA,NA,NA,NA,NA,NA,NA,0.000283528736986479,NA,NA,NA,NA,NA,NA,0.019,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514
